company_id,sector,annual_revenue,revenue_growth_rate,gross_profit_margin,net_profit_margin,ebitda_margin,operating_profit_margin,total_debt,debt_to_equity_ratio,debt_to_revenue_ratio,interest_coverage_ratio,long_term_debt_ratio,operating_cash_flow,free_cash_flow,current_ratio,quick_ratio,cash_reserve_months,cash_flow_to_debt,market_share_percent,market_growth_rate,customer_retention_rate,revenue_concentration,employee_count,revenue_per_employee,asset_turnover_ratio,inventory_turnover,return_on_assets,return_on_equity,years_in_operation,credit_rating_score,bankruptcy_history,regulatory_violations,management_score,esg_score,financial_distress
COMP_02885,Manufacturing,256035816.91,-0.1253,0.5089,-0.0615,0.1525,0.0253,396356076.89,4.3091,1.548,5.3102,0.1199,55472037.66,57104320.18,0.7906,0.5728,6.33,0.14,11.8551,0.34,0.9433,0.7026,46679,5485.03,2.4452,3.8991,0.1104,0.2975,25,312.63,1,0,7.31,80.48,1
COMP_02886,Telecom,223313389.43,-0.1826,0.212,0.3522,0.291,-0.0187,24017152.9,2.5706,0.1075,16.9035,0.1932,55580225.57,54217838.06,2.0123,1.8494,14.66,2.3142,29.837,-0.0282,0.7995,0.3622,3451,64709.76,2.7863,9.6617,-0.0645,0.2973,27,737.91,0,0,9.82,89.11,0
COMP_02887,Energy,483517288.79,0.578,0.2262,0.1449,0.1903,0.3443,868716479.13,1.1192,1.7967,3.2935,0.8542,74258013.45,42200212.63,2.9845,2.2123,0.96,0.0855,6.4952,0.0272,0.6138,0.388,44767,10800.75,0.8458,2.6862,0.0884,0.0337,23,781.7,0,0,9.48,14.32,0
COMP_02888,Manufacturing,286028392.8,0.4815,0.3766,0.352,0.3183,-0.0245,630870297.47,3.1028,2.2056,8.9786,0.1762,53953692.73,44550096.81,1.4867,1.2657,2.7,0.0855,28.6154,0.1451,0.567,0.2717,9936,28787.08,1.1008,18.9803,0.2973,0.2398,78,612.52,1,0,6.91,69.12,0
COMP_02889,Real Estate,431852357.32,0.5039,0.6785,-0.1722,0.4121,0.4045,1182714068.83,1.4981,2.7387,5.436,0.578,2392382.19,2287095.05,0.9203,0.4965,2.82,0.002,7.341,0.1647,0.5003,0.7434,32173,13422.82,2.2713,12.5309,0.2216,0.2895,76,824.93,0,0,7.69,55.93,0
COMP_02890,Energy,70585667.87,0.4977,0.1547,0.0056,0.0173,0.2504,233356443.98,0.8211,3.306,13.9472,0.8368,13865045.32,9158543.37,3.9956,2.5856,16.12,0.0594,1.4645,-0.039,0.5843,0.228,2513,28088.21,1.4135,12.2155,0.294,-0.2838,17,323.97,0,0,4.57,33.85,0
COMP_02891,Real Estate,285034025.1,0.1875,0.6282,-0.1863,0.0977,0.3883,915409613.79,0.524,3.2116,11.1964,0.6023,40472529.97,39487083.56,1.9661,1.524,8.24,0.0442,33.0404,0.3548,0.6292,0.2746,32280,8830.05,2.4686,10.0282,-0.1445,0.3515,57,342.6,0,2,8.25,59.54,0
COMP_02892,Healthcare,434121833.74,0.2818,0.2539,-0.0366,0.1621,0.1824,1431066036.34,1.2843,3.2965,15.9243,0.1262,-4702250.51,-5049840.08,1.2571,1.0119,10.78,-0.0033,22.3417,0.0155,0.6295,0.4253,36360,11939.54,1.0917,8.0815,0.1001,0.4136,35,365.97,1,0,3.8,13.84,0
COMP_02893,Technology,291969772.88,0.1908,0.616,0.3172,0.4772,0.2644,61087522.91,3.7091,0.2092,9.4429,0.5771,81773372.43,56624052.33,1.0759,0.9666,22.82,1.3386,22.1037,0.3713,0.8202,0.2191,12904,22626.3,1.6772,10.7172,-0.0189,-0.203,26,501.18,0,0,6.01,84.0,0
COMP_02894,Real Estate,359289074.89,-0.2539,0.6942,-0.178,0.1192,0.2217,905419985.73,4.2062,2.52,0.5938,0.8225,37777034.36,24166811.69,3.5197,2.695,5.2,0.0417,9.3501,0.0284,0.5721,0.1902,11301,31792.68,2.5352,11.3155,-0.0009,0.3727,9,494.43,1,0,7.1,40.32,1
COMP_02895,Real Estate,186649740.34,0.371,0.3492,0.0617,0.1287,0.3487,161996496.41,4.3224,0.8679,4.6963,0.358,40649477.82,45454733.27,3.3686,2.1233,2.15,0.2509,4.957,-0.0987,0.709,0.5174,33153,5629.95,1.1798,14.524,-0.1244,-0.0134,4,640.16,0,2,7.8,49.14,0
COMP_02896,Healthcare,47132309.0,0.1548,0.3055,-0.1295,0.2921,0.3515,34768521.01,1.4237,0.7377,19.9836,0.3509,5196106.44,2616947.01,2.6466,1.9654,10.87,0.1494,24.7415,0.3859,0.5024,0.8628,7869,5989.62,1.9954,4.9745,0.1529,-0.0456,17,767.86,0,0,1.71,26.14,0
COMP_02897,Finance,229492247.27,0.2829,0.6116,0.0501,0.1515,0.2039,647416707.98,3.3388,2.8211,8.4042,0.2991,62691472.71,42568947.73,2.4151,1.9809,4.36,0.0968,18.204,0.1419,0.6254,0.7414,1743,131665.09,2.0094,12.3541,0.2343,0.184,8,353.14,1,2,8.65,64.86,0
COMP_02898,Healthcare,197845216.03,0.1524,0.4206,0.3033,0.4707,0.2295,300376707.39,1.2287,1.5182,12.5946,0.5044,-8603941.45,-6751609.9,3.83,3.2669,3.9,-0.0286,11.195,0.3394,0.5197,0.2417,47157,4195.46,1.1854,12.4243,-0.0398,0.3497,35,585.07,0,0,2.05,79.27,0
COMP_02899,Energy,433663031.01,0.1426,0.5291,0.1738,0.4367,0.4031,1394851231.19,3.1515,3.2164,18.1462,0.2904,51372525.06,49861238.01,1.2989,1.2016,10.14,0.0368,11.1559,0.2672,0.8406,0.5701,21037,20614.3,2.282,8.6058,0.0852,0.0174,13,338.06,0,0,2.59,38.95,0
COMP_02900,Healthcare,122753655.87,-0.1454,0.486,0.2421,0.208,0.4079,29986178.2,4.4473,0.2443,0.9002,0.679,-11040218.2,-13225568.08,1.9539,1.1447,16.24,-0.3682,31.1351,-0.0105,0.6701,0.7348,11193,10967.0,1.6799,19.3572,-0.1265,0.2064,4,367.46,0,0,7.83,57.36,1
COMP_02901,Healthcare,483400379.54,-0.0492,0.157,0.0095,0.2869,0.2485,1366773397.23,0.3004,2.8274,13.3623,0.6159,-10171982.93,-7726362.34,0.5863,0.4676,6.21,-0.0074,31.1494,0.3226,0.7304,0.216,36721,13164.14,1.8633,15.4119,-0.0237,0.3629,57,721.16,0,0,7.4,74.07,0
COMP_02902,Technology,479110921.78,-0.157,0.6414,0.3666,-0.0652,-0.1453,270811219.31,4.9276,0.5652,6.1234,0.4206,5946054.89,6922195.58,1.9651,1.1597,21.09,0.022,9.6845,-0.0745,0.8655,0.1655,16146,29673.66,1.2936,14.7938,-0.0499,0.3272,24,603.68,0,0,9.66,70.34,0
COMP_02903,Healthcare,124568189.89,-0.1239,0.187,0.2256,0.3174,-0.0874,87242887.07,4.1527,0.7004,5.9453,0.678,11092053.44,8393822.68,1.8448,1.1863,9.02,0.1271,27.8159,0.1538,0.9142,0.8129,38848,3206.55,0.4519,17.7163,0.2891,-0.079,39,460.65,0,2,7.96,73.19,0
COMP_02904,Telecom,174677925.78,0.5757,0.7026,0.0531,0.3243,0.3648,300969338.2,3.8321,1.723,4.8846,0.1788,39838630.85,39315568.74,3.8232,2.1572,22.45,0.1324,8.0112,0.0271,0.748,0.296,1200,145564.94,2.1554,8.1004,0.0754,0.2648,42,473.01,0,0,6.69,68.42,0
COMP_02905,Real Estate,447882314.7,-0.1622,0.2254,0.0559,0.1155,-0.0992,647192541.99,3.4877,1.445,16.5432,0.6996,38814287.68,23900165.93,1.7538,1.487,12.07,0.06,28.2977,0.0808,0.8119,0.4983,19392,23096.24,1.1605,5.8281,-0.0526,0.21,70,580.57,0,0,4.48,55.34,0
COMP_02906,Telecom,483344488.23,-0.0577,0.5637,0.3512,0.0318,-0.0219,847296044.11,3.8743,1.753,7.7725,0.5823,60164247.08,49472188.05,3.4218,3.1183,17.58,0.071,4.5073,0.2785,0.8533,0.267,38349,12603.84,1.9037,9.8892,-0.0905,0.2527,58,535.46,1,2,4.05,84.64,0
COMP_02907,Technology,222276112.32,0.2315,0.2493,0.1458,0.449,-0.0117,732642109.92,4.9735,3.2961,1.8088,0.6041,59930473.11,66516320.48,3.1831,1.6344,20.45,0.0818,26.5596,0.2417,0.637,0.1381,30896,7194.33,2.742,12.7559,0.1993,0.0395,12,347.15,0,0,9.55,56.91,0
COMP_02908,Retail,161177525.77,0.2492,0.2724,0.2238,0.156,0.2101,376369247.74,3.8739,2.3351,2.3886,0.1517,32656659.74,23643293.18,1.0155,0.8795,12.95,0.0868,19.4934,0.12,0.8395,0.5106,17650,9131.87,2.5379,12.0368,-0.1296,-0.2837,29,498.98,0,0,6.94,71.35,0
COMP_02909,Finance,263520912.61,-0.1614,0.267,0.0502,0.2922,0.196,286460908.29,1.8228,1.0871,3.398,0.5945,-21060234.19,-12081031.05,3.8695,2.3557,20.48,-0.0735,4.2049,-0.077,0.8138,0.4481,20221,13032.04,1.9619,5.9673,-0.0881,-0.0273,32,614.29,0,0,8.11,37.18,0
COMP_02910,Telecom,344196833.98,0.4143,0.5735,-0.0658,-0.08,0.0237,236769429.98,3.1082,0.6879,18.0291,0.4953,-10124537.38,-8766830.19,2.7084,1.9477,9.38,-0.0428,21.5898,-0.08,0.7127,0.6812,11970,28754.96,0.8369,6.8365,-0.127,0.2902,49,768.21,0,0,3.52,26.09,0
COMP_02911,Technology,137463783.17,0.4067,0.4398,0.2341,0.1484,-0.0254,210066288.61,1.7509,1.5282,8.8351,0.4887,-11644968.8,-9405341.79,2.5879,2.1653,9.04,-0.0554,6.8151,0.2511,0.6636,0.7859,17626,7798.92,1.6457,18.6633,0.0151,0.3197,9,474.55,0,0,1.35,40.89,0
COMP_02912,Energy,368500114.13,-0.0864,0.6681,0.1647,0.3904,0.3087,602711229.74,4.8533,1.6356,18.363,0.3575,-26671115.42,-17621012.29,0.541,0.3939,19.16,-0.0443,6.8748,0.3744,0.9674,0.2133,41724,8831.85,1.2496,3.4598,0.2746,0.396,3,426.71,0,0,1.36,66.22,1
COMP_02913,Retail,26777021.2,-0.0402,0.2652,0.1008,0.1325,0.4113,57420670.87,4.5107,2.1444,16.4408,0.1061,951706.77,1079169.48,2.9472,1.7803,6.17,0.0166,15.7124,0.3236,0.9734,0.2373,32668,819.67,1.855,11.0729,-0.0441,-0.1153,62,471.48,0,0,9.52,63.71,0
COMP_02914,Technology,25597951.89,0.5442,0.5344,0.1744,0.2619,-0.1183,25710818.18,2.8813,1.0044,16.8387,0.4381,4892879.6,4507226.33,0.6947,0.6306,17.35,0.1903,33.7535,-0.0389,0.8337,0.8602,32478,788.16,2.2477,10.544,0.0188,0.2211,10,531.05,1,0,8.78,23.92,0
COMP_02915,Technology,193757564.87,0.4431,0.5771,-0.075,0.0259,-0.0701,524992213.77,3.9282,2.7095,6.0932,0.4207,-437667.9,-325196.67,1.1488,0.8813,2.31,-0.0008,31.2389,-0.0394,0.6844,0.4344,43113,4494.18,2.2335,8.9007,0.1803,-0.139,44,624.85,0,1,2.96,21.68,0
COMP_02916,Finance,177383122.84,0.328,0.156,0.2764,0.1499,0.2353,77119944.07,4.5575,0.4348,5.7906,0.4382,10095672.63,12087466.73,0.8452,0.7768,15.44,0.1309,28.9442,0.2053,0.8607,0.8622,32676,5428.54,0.3595,16.105,-0.0583,-0.1636,16,765.55,1,0,2.31,32.4,0
COMP_02917,Real Estate,158500974.47,-0.226,0.3304,0.3689,0.4566,0.3327,317880271.98,1.2936,2.0055,11.4213,0.5896,9121709.62,5439242.08,1.8237,1.6067,22.63,0.0287,29.8047,0.2288,0.826,0.3707,32854,4824.4,1.2438,18.6065,-0.021,0.2605,51,383.7,0,1,1.47,10.53,0
COMP_02918,Telecom,246018861.57,0.0764,0.388,0.3347,0.2399,0.3247,546163747.61,2.9395,2.22,8.6495,0.3399,33488732.04,36622140.71,3.285,2.9383,11.23,0.0613,17.4554,0.2082,0.7616,0.3782,20846,11801.73,1.2921,19.9509,0.0241,-0.161,51,697.16,0,0,8.7,58.54,0
COMP_02919,Energy,161046057.57,0.2034,0.299,-0.0071,0.4412,0.2818,129356602.18,2.4604,0.8032,10.4267,0.3155,41415828.58,27393980.25,2.9758,1.9723,10.28,0.3202,13.1778,0.3427,0.5633,0.6656,47258,3407.81,0.7243,4.2093,0.2794,-0.2742,15,727.13,0,0,5.17,83.5,0
COMP_02920,Manufacturing,96936701.32,-0.1313,0.2755,0.0436,0.4412,0.3825,281934443.06,3.8808,2.9084,1.5375,0.4982,28430653.67,18981862.4,0.8734,0.8248,13.2,0.1008,30.9511,0.0155,0.9544,0.1776,46205,2097.97,1.5627,2.7714,0.0949,0.185,10,666.64,0,0,4.03,23.38,0
COMP_02921,Telecom,155425305.0,0.1034,0.5305,0.285,0.4665,-0.0196,340765198.1,1.9575,2.1925,19.446,0.5739,22046206.91,18710914.29,3.2946,2.911,17.41,0.0647,2.9224,-0.0139,0.6117,0.4304,25887,6003.99,0.9814,6.9554,0.047,-0.2726,38,795.62,0,0,6.49,26.11,0
COMP_02922,Manufacturing,487477232.13,0.2409,0.2011,0.1571,0.4372,-0.0856,1118982308.15,3.574,2.2955,1.6343,0.5539,49736420.6,47914047.26,2.113,1.3775,8.93,0.0444,34.8637,0.3571,0.6888,0.4044,47662,10227.8,1.1727,14.285,0.0307,0.1294,48,776.31,0,0,7.81,62.4,0
COMP_02923,Technology,206145595.08,-0.0054,0.5466,0.1287,-0.098,0.2192,369480505.56,2.0747,1.7923,3.9872,0.8053,35611708.04,35017853.19,0.6142,0.5549,0.5,0.0964,19.3988,0.2611,0.6644,0.1283,5021,41056.68,1.8033,9.2815,0.0252,0.3439,23,811.15,0,0,9.24,45.92,0
COMP_02924,Healthcare,222911675.65,0.4029,0.7045,0.356,0.4604,0.3434,711672349.35,0.6443,3.1926,13.7249,0.7153,37273618.34,19214153.11,1.2834,1.0779,12.3,0.0524,18.9621,0.2559,0.5738,0.3501,48585,4588.08,2.5728,10.3863,0.2591,-0.2647,37,640.49,1,0,7.34,68.65,0
COMP_02925,Energy,288695949.99,0.4564,0.4456,0.1216,-0.0175,0.1992,710005475.02,0.6249,2.4594,3.5323,0.1418,31634824.43,22169702.9,3.2481,2.684,10.35,0.0446,10.2889,0.0677,0.5118,0.4188,15930,18122.78,1.3993,19.9896,0.1999,0.236,73,305.21,0,0,1.5,28.71,0
COMP_02926,Retail,491687043.44,-0.0088,0.478,0.109,-0.076,0.4278,687496944.29,0.6834,1.3982,2.584,0.5508,95772041.14,92173201.04,3.0665,1.5419,13.02,0.1393,6.0456,0.2139,0.9463,0.1464,15262,32216.42,1.7123,10.844,-0.0656,-0.2418,33,772.87,1,2,3.74,20.85,0
COMP_02927,Healthcare,121559036.94,0.4548,0.0983,-0.1748,-0.0668,0.3273,110771890.25,0.2593,0.9113,3.4956,0.4343,11731487.76,13172282.86,1.1592,0.5914,17.31,0.1059,23.8422,0.2634,0.8549,0.1161,25492,4768.52,2.4266,18.4762,-0.0065,0.1982,35,638.24,0,0,9.37,86.08,0
COMP_02928,Healthcare,340959773.16,-0.2068,0.6551,-0.1583,0.1093,0.2705,116475163.91,2.7116,0.3416,1.7074,0.3888,101804918.27,98641190.14,0.633,0.5144,7.16,0.874,12.7237,0.2001,0.5099,0.5799,6388,53375.04,1.4032,9.4101,0.2316,0.3968,18,545.38,0,0,5.96,85.54,1
COMP_02929,Telecom,358276362.08,0.454,0.2498,-0.1955,0.2725,-0.1138,237260225.4,3.3923,0.6622,5.4007,0.8663,-28805805.96,-19764150.87,1.5332,0.9589,12.37,-0.1214,10.6553,0.2681,0.8301,0.2647,17947,19963.02,1.2813,9.9227,0.1876,0.0436,9,688.07,1,2,9.69,77.27,1
COMP_02930,Energy,304054883.98,-0.1625,0.4805,0.3479,0.1414,-0.0854,1056627827.8,0.721,3.4751,5.7868,0.4654,23499261.38,20102229.88,3.2822,1.7276,6.45,0.0222,5.7657,0.195,0.5623,0.3901,44301,6863.39,2.0646,15.8865,-0.1033,0.0024,14,619.66,0,1,9.82,71.96,0
COMP_02931,Real Estate,45200591.48,-0.2254,0.7354,0.045,-0.0847,0.3209,67032813.74,3.0981,1.483,10.2231,0.6755,2658234.92,2534104.64,3.7844,2.3791,11.29,0.0397,18.776,0.391,0.8475,0.164,6321,7150.86,0.9585,18.2261,0.0336,0.358,41,461.95,1,0,5.96,38.16,0
COMP_02932,Technology,338759265.64,0.2776,0.4669,0.0811,0.1859,-0.0311,1068967252.08,3.0289,3.1555,9.0551,0.8737,70503114.55,41930849.3,2.5051,2.1971,8.6,0.066,20.6318,0.146,0.7425,0.1807,40203,8426.22,0.2798,16.6329,0.0708,0.202,62,793.77,0,0,6.74,18.97,0
COMP_02933,Technology,32983260.81,0.1247,0.5573,0.3072,0.1653,-0.1327,22426500.27,0.8208,0.6799,9.7374,0.2208,-780709.08,-688144.18,0.8189,0.5828,9.17,-0.0348,15.563,-0.0938,0.9694,0.2236,8380,3935.95,0.5763,10.486,0.2358,0.06,63,445.53,0,1,3.61,47.5,0
COMP_02934,Technology,298475182.13,0.5171,0.3617,0.1655,0.3541,0.3965,461510374.26,2.08,1.5462,12.5128,0.1437,21976787.12,18244389.36,2.2573,1.7539,14.11,0.0476,0.52,-0.0183,0.7075,0.1238,9454,31571.31,0.9714,14.5646,0.2338,0.2032,69,317.44,1,2,7.11,28.65,0
COMP_02935,Technology,370051007.43,0.0269,0.0923,0.1657,0.0678,0.3845,1245503910.45,3.8002,3.3658,5.0037,0.3509,66304930.83,48777462.67,3.9958,3.4373,16.71,0.0532,17.2594,0.3821,0.8595,0.7099,44523,8311.46,2.4661,6.7479,-0.082,-0.059,61,386.12,0,0,8.43,29.1,0
COMP_02936,Telecom,106273975.42,-0.0416,0.6083,-0.0221,0.0305,-0.0189,43556352.14,0.1821,0.4098,3.1267,0.1356,15014041.49,14060295.04,3.7853,2.4435,0.8,0.3447,9.5915,0.1348,0.5198,0.8249,237,448413.4,0.7894,3.3893,0.1135,0.4297,6,398.3,0,1,3.57,67.15,0
COMP_02937,Manufacturing,420969381.76,0.1507,0.0745,0.3003,0.0536,0.3181,892264207.07,0.82,2.1195,17.6381,0.1934,49694901.98,46979145.41,3.9762,2.0081,21.1,0.0557,4.9386,-0.0397,0.9491,0.5177,30711,13707.45,1.9379,4.8443,0.2744,-0.2949,29,843.22,0,0,9.14,23.03,0
COMP_02938,Technology,16146548.96,0.1104,0.5405,-0.1005,0.0822,-0.1212,52075598.83,4.9796,3.2252,12.8619,0.8934,1194554.84,1409609.28,2.948,1.9029,9.06,0.0229,20.2572,-0.0221,0.77,0.7531,1360,11872.46,1.0661,2.4333,-0.1155,-0.0853,59,543.49,0,0,3.31,72.57,0
COMP_02939,Manufacturing,422062618.97,0.01,0.066,-0.1681,0.2595,0.021,1405014157.26,3.6944,3.3289,1.6829,0.8681,84751659.59,67785533.2,1.9913,1.8529,15.62,0.0603,23.5261,-0.0855,0.6508,0.2084,2280,185115.18,0.3647,10.0012,0.0113,0.3707,34,608.91,0,0,6.87,57.78,1
COMP_02940,Manufacturing,230704196.27,0.3244,0.6536,-0.085,0.1829,0.2242,686673834.78,2.3742,2.9764,19.2405,0.653,36582776.21,31896047.32,3.626,2.5999,3.38,0.0533,18.205,0.0132,0.5609,0.4594,49127,4696.08,2.53,13.8018,0.0018,-0.1408,39,824.14,0,0,9.49,35.67,0
COMP_02941,Real Estate,109576382.03,0.3836,0.1603,-0.0394,0.1021,0.3079,329844312.59,3.186,3.0102,14.0148,0.7024,27381429.59,16709566.88,3.6331,2.7481,13.93,0.083,21.5389,0.3933,0.8076,0.2144,36694,2986.22,2.8138,2.6017,-0.0728,-0.1121,46,515.81,0,2,4.4,18.85,0
COMP_02942,Technology,67755294.35,0.4677,0.41,-0.0306,0.1246,-0.1438,157017612.73,4.2465,2.3174,3.4582,0.2124,13090292.69,11569902.81,1.0053,0.8466,16.44,0.0834,21.2688,0.0644,0.8582,0.8962,24583,2756.18,0.6655,2.9327,0.2904,0.1494,58,508.62,1,0,6.56,40.58,1
COMP_02943,Finance,476700276.62,0.5756,0.468,0.2023,0.1226,0.0457,404927600.11,4.2273,0.8494,19.3981,0.5762,-20897097.74,-10976412.99,3.2139,1.7731,4.2,-0.0516,4.436,0.0251,0.541,0.1465,28778,16564.75,1.6273,11.3747,0.1686,0.2409,65,333.54,1,2,1.25,75.82,0
COMP_02944,Retail,37260128.2,-0.06,0.3703,-0.0693,0.4834,-0.0214,96291612.05,1.691,2.5843,7.6254,0.2235,5507613.92,3331634.43,3.7176,3.0866,21.94,0.0572,7.6317,0.2338,0.579,0.4552,34534,1078.94,1.006,18.9124,0.1578,-0.2665,26,610.7,1,0,8.27,53.48,0
COMP_02945,Healthcare,100347616.55,0.3445,0.2885,0.206,0.0398,0.4493,343841828.51,2.5073,3.4265,19.6979,0.4027,-8247031.41,-5112110.14,3.6448,2.3108,18.3,-0.024,0.4311,0.2371,0.685,0.1898,48131,2084.89,1.7397,4.5449,-0.128,0.3626,20,612.14,0,0,4.94,89.6,0
COMP_02946,Manufacturing,174563351.37,0.0548,0.3775,-0.1453,0.3908,0.2526,329605972.66,3.2265,1.8882,2.5139,0.3763,9591967.24,9043761.2,2.9739,2.0064,13.05,0.0291,34.3684,0.3839,0.9088,0.1549,43604,4003.38,2.1668,14.2131,0.0229,0.1547,72,655.1,0,2,7.73,62.69,0
COMP_02947,Energy,310497189.63,0.3094,0.268,-0.1117,0.3249,0.0934,306265429.91,0.4523,0.9864,3.6194,0.5912,20112481.13,18043032.5,2.3808,1.4791,4.4,0.0657,7.4718,0.2648,0.9718,0.688,37205,8345.58,2.9567,13.7802,0.1298,-0.2618,61,375.9,0,0,8.49,57.16,0
COMP_02948,Energy,272855741.55,0.1284,0.3567,0.1053,-0.0967,-0.1046,559300143.9,4.7344,2.0498,13.3197,0.1638,66018309.27,69888690.08,3.2186,1.8317,20.84,0.118,28.5332,-0.045,0.8576,0.1641,48806,5590.62,1.1754,7.507,0.0689,0.1312,52,619.13,0,2,5.06,18.62,0
COMP_02949,Retail,63696102.71,0.5944,0.3012,0.3531,0.4959,0.2092,155932850.1,2.2204,2.4481,0.9318,0.1828,-1774020.37,-1463708.02,2.3065,1.5284,2.11,-0.0114,27.3651,0.3928,0.5027,0.1192,704,90477.42,0.9125,3.3661,0.1762,-0.1689,76,309.47,0,0,7.4,39.51,0
COMP_02950,Energy,145574263.89,0.356,0.4463,0.3157,0.3539,0.235,117646285.66,1.9172,0.8082,0.8644,0.5879,22915805.96,19075102.34,1.6243,0.8813,3.21,0.1948,24.7049,0.2751,0.9337,0.8597,40676,3578.87,2.0713,12.9653,0.2223,-0.1872,49,553.55,0,0,5.27,67.67,0
COMP_02951,Finance,120137133.77,0.5572,0.2165,0.3813,0.3095,0.3398,305778292.7,4.5448,2.5452,15.9437,0.6089,-2768583.19,-1697388.52,1.4063,1.2377,16.91,-0.0091,15.7962,0.0296,0.5127,0.2478,17060,7042.04,2.5605,9.9786,0.1926,0.1489,28,646.31,0,0,9.49,62.63,0
COMP_02952,Energy,107557884.39,0.4515,0.7421,0.1903,0.1432,0.0231,225578109.22,0.6796,2.0973,3.7717,0.3719,30058993.34,30656896.8,2.3923,1.5255,6.47,0.1333,20.4769,0.0306,0.9306,0.7756,49942,2153.66,0.2781,7.6153,0.2747,0.2651,55,499.21,0,2,9.39,71.33,0
COMP_02953,Healthcare,206161023.9,0.5126,0.4006,0.2055,0.2331,0.4389,449841228.86,0.2924,2.182,18.4164,0.2175,23048549.53,11583211.01,2.0958,1.6644,11.29,0.0512,6.6031,0.38,0.697,0.8624,23453,8790.39,0.3214,16.042,0.0991,-0.0712,44,745.72,0,1,6.7,80.24,0
COMP_02954,Healthcare,352311694.84,0.433,0.1859,0.175,0.052,0.1137,401761798.32,3.4565,1.1404,8.805,0.8089,64573627.23,51492535.02,2.3357,1.4797,13.16,0.1607,3.8029,-0.0037,0.8561,0.7016,4301,81913.9,1.8276,9.2887,0.2339,0.4272,45,384.42,0,0,8.74,78.63,0
COMP_02955,Manufacturing,109509013.18,0.1132,0.3839,0.1737,-0.0787,0.0276,68761492.84,1.9865,0.6279,17.5362,0.1424,17370117.76,10974919.18,1.4124,0.8401,11.27,0.2526,12.3765,0.0138,0.5418,0.183,36308,3016.11,0.5652,13.1075,0.2925,0.0369,73,703.3,0,0,6.49,18.82,0
COMP_02956,Technology,183972760.97,-0.0734,0.6565,-0.1117,0.4016,0.0591,408369791.22,3.8459,2.2197,8.6464,0.6739,3947210.94,4103942.64,2.567,2.1079,2.47,0.0097,28.9129,0.0795,0.5792,0.2364,4378,42022.1,1.9616,6.6123,0.0798,-0.0074,67,419.74,0,2,8.51,33.69,0
COMP_02957,Real Estate,196067795.99,0.0333,0.0653,0.1262,0.4379,0.1618,410407574.01,0.4359,2.0932,10.8395,0.212,51071563.86,49609586.84,2.8173,2.1997,17.83,0.1244,19.7845,0.2397,0.7164,0.2433,48123,4074.31,1.7846,3.4095,-0.1434,0.1609,59,848.24,0,1,2.9,84.42,0
COMP_02958,Finance,488251808.19,-0.2818,0.5257,0.0316,-0.0025,0.412,609944391.08,1.9804,1.2492,6.672,0.6099,73676937.85,73289256.95,3.324,1.9882,6.14,0.1208,26.7588,0.1149,0.5185,0.6232,2455,198880.57,2.444,4.7925,-0.0031,0.3276,62,665.37,0,0,5.42,47.56,0
COMP_02959,Manufacturing,477378512.08,0.1716,0.4336,0.0655,0.3722,0.2911,527998998.95,1.2531,1.106,13.3325,0.6309,49708091.51,30023911.95,2.565,1.989,17.86,0.0941,31.1723,0.0556,0.6871,0.2437,8678,55010.2,2.4323,8.6173,0.0919,-0.2361,40,359.94,1,0,3.14,56.47,0
COMP_02960,Finance,400268653.79,0.1546,0.1687,0.1142,0.3447,0.1963,512596514.28,3.7241,1.2806,6.7049,0.7434,44567624.01,43149029.93,3.1462,1.5802,20.83,0.0869,19.6627,0.0338,0.8609,0.124,16740,23910.91,2.5309,15.2086,0.1562,0.3786,33,425.65,0,2,9.24,84.05,0
COMP_02961,Technology,121587801.49,0.1727,0.6222,-0.123,0.007,-0.0523,214675829.74,1.2131,1.7656,4.8518,0.416,31160060.91,30649833.51,1.0928,0.6334,13.1,0.1451,12.9181,-0.0375,0.8143,0.4668,2913,41739.72,2.8159,12.5415,0.1165,0.0996,68,765.03,0,0,7.11,43.95,0
COMP_02962,Telecom,34950619.73,0.5766,0.3082,0.0157,0.1531,-0.0604,119334945.13,2.3439,3.4144,2.0804,0.1174,-2668557.09,-1339204.59,0.9237,0.7644,17.1,-0.0224,29.9632,0.1731,0.6689,0.5713,27629,1265.0,1.8527,8.7717,0.1416,0.1171,58,341.42,0,1,8.71,84.39,0
COMP_02963,Energy,159135164.72,0.5203,0.2557,-0.1619,0.1537,0.1513,429047454.94,4.1125,2.6961,1.6246,0.7488,8851867.57,6393886.31,1.1287,0.7727,1.37,0.0206,8.1141,0.0367,0.5042,0.4683,8947,17786.43,0.6054,10.5372,0.1752,0.365,45,511.12,0,0,1.01,38.39,0
COMP_02964,Energy,134130480.17,-0.1545,0.6297,0.3878,0.356,0.2872,401843532.67,4.5854,2.9959,6.4665,0.4553,31742113.75,17810554.84,3.4619,2.0482,1.36,0.079,0.9643,0.0657,0.6294,0.4913,8662,15484.93,2.7609,12.4699,0.0735,0.1464,72,344.5,0,0,5.64,42.29,0
COMP_02965,Real Estate,253456974.27,0.032,0.497,-0.1289,0.4026,0.3006,461091090.67,3.6408,1.8192,14.8612,0.7777,-21542297.04,-21046306.39,2.4465,1.7802,5.13,-0.0467,1.8685,-0.0961,0.8726,0.4655,38030,6664.66,2.9903,5.0458,0.2226,0.0572,28,612.49,0,0,3.54,66.66,0
